epoch_id,path,classification,receiver_mbps,loss_percent,partial
0001,path-a,VALID_DELIVERY,4.970874774854672,0.0,False
0001,path-b,VALID_DELIVERY,4.93005920225587,0.8448540706605223,False
0002,path-a,VALID_DELIVERY,4.96892977256659,0.0,False
0002,path-b,VALID_DELIVERY,4.955617751229825,0.26881720430107525,False
0003,path-a,VALID_DELIVERY,4.969005853825667,0.0,False
0003,path-b,VALID_DELIVERY,4.974438703132565,0.0,False
0004,path-a,INFRASTRUCTURE_INVALID,,,False
0004,path-b,VALID_DELIVERY,4.972968198617943,0.0,False
0005,path-a,VALID_DELIVERY,4.9675772646126894,0.0,False
0005,path-b,VALID_DELIVERY,4.9709976400055025,0.0,False
0006,path-a,VALID_DELIVERY,4.968957932241556,0.0,False
0006,path-b,VALID_DELIVERY,4.972518803918393,0.0,False
0007,path-a,VALID_DELIVERY,4.965332020535176,0.0,False
0007,path-b,VALID_DELIVERY,4.965108696677841,0.0,False
0008,path-a,VALID_DELIVERY,4.970863407738996,0.0,False
0008,path-b,VALID_DELIVERY,4.971476812045267,0.0,False
0009,path-a,VALID_DELIVERY,4.969881764075774,0.0,False
0009,path-b,VALID_DELIVERY,4.974431279156386,0.0,False
0010,path-a,VALID_DELIVERY,4.968194625803014,0.0,False
0010,path-b,VALID_DELIVERY,4.970502652380263,0.0,False
0011,path-a,VALID_DELIVERY,4.970932105447774,0.0,False
0011,path-b,VALID_DELIVERY,4.974435733539434,0.0,False
0012,path-a,VALID_DELIVERY,4.970848581144503,0.0,False
0012,path-b,VALID_DELIVERY,4.967596987589061,0.0,False
0013,path-a,VALID_DELIVERY,4.967557518176972,0.0,False
0013,path-b,VALID_DELIVERY,4.971058138555638,0.0,False
0014,path-a,VALID_DELIVERY,4.969725626748425,0.0,False
0014,path-b,VALID_DELIVERY,4.967744852217519,0.0,False
0015,path-a,VALID_DELIVERY,4.96807459270498,0.0,False
0015,path-b,INFRASTRUCTURE_INVALID,,,False
0016,path-a,VALID_DELIVERY,4.968952991924617,0.0,False
0016,path-b,VALID_DELIVERY,4.971498068896844,0.0,False
0017,path-a,VALID_DELIVERY,4.969811599885784,0.0,False
0017,path-b,VALID_DELIVERY,4.834429922241878,2.707373271889401,False
0018,path-a,VALID_DELIVERY,4.9708816939940155,0.0,False
0018,path-b,VALID_DELIVERY,4.903702222348247,1.4208909370199694,False
0019,path-a,VALID_DELIVERY,4.970773955295168,0.0,False
0019,path-b,VALID_DELIVERY,4.861134443632197,2.1889400921658986,False
0020,path-a,VALID_DELIVERY,4.968368842716317,0.0,False
0020,path-b,VALID_DELIVERY,4.973926995587645,0.0,False
0021,path-a,VALID_DELIVERY,4.970346820153777,0.0,False
0021,path-b,VALID_DELIVERY,4.97497328765883,0.0,False
0022,path-a,VALID_DELIVERY,4.96754616404752,0.0,False
0022,path-b,INFRASTRUCTURE_INVALID,,,False
0023,path-a,VALID_DELIVERY,4.96999590864598,0.0,False
0023,path-b,VALID_DELIVERY,4.868405539279846,2.07373271889401,False
0024,path-a,VALID_DELIVERY,4.965966549690805,0.0,False
0024,path-b,VALID_DELIVERY,4.858434902176413,2.304147465437788,False
0025,path-a,VALID_DELIVERY,4.97091876113992,0.0,False
0025,path-b,VALID_DELIVERY,4.946632033984629,0.499231950844854,False
0026,path-a,VALID_DELIVERY,4.967636998536458,0.0,False
0026,path-b,VALID_DELIVERY,4.972915767340175,0.0,False
0027,path-a,INFRASTRUCTURE_INVALID,,,True
0027,path-b,INFRASTRUCTURE_INVALID,,,True
