epoch,icmp_seq,rtt_ms
1788088136.966901,1,24.3
1788088137.468655,2,25.1
1788088137.963558,3,19.3
1788088138.480581,4,35.4
1788088138.970653,5,24.5
1788088139.467484,6,20.6
1788088139.978535,7,30.5
1788088140.478624,8,29.5
1788088140.977762,9,27.6
1788088141.477655,10,26.3
1788088141.982537,11,30.7
1788088142.484583,12,31.8
1788088142.982489,13,28.7
1788088143.482531,14,27.7
1788088143.982623,15,26.8
1788088144.491614,16,34.8
1788088144.995554,17,37.7
1788088145.487613,18,28.8
1788088145.987619,19,27.4
1788088146.487953,20,26.8
1788088147.509672,22,42.9
1788088148.51158,24,36.7
1788088149.507558,26,24.7
1788088150.520905,28,30.1
1788088151.020656,29,29.2
1788088151.531542,30,39.7
1788088152.022462,31,29.4
1788088152.522603,32,28.6
1788088153.022652,33,27.5
1788088153.53059,34,34.4
1788088154.029498,35,32.7
1788088154.525538,36,27.5
1788088155.109645,37,111.0
1788088155.527681,38,27.6
1788088156.027521,39,26.3
1788088156.543692,40,41.6
1788088157.033658,41,30.4
1788088157.540646,42,36.4
1788088158.032676,43,27.5
1788088158.533474,44,27.3
1788088159.040611,45,33.6
1788088159.559012,46,51.2
1788088160.037545,47,29.0
1788088160.537615,48,28.8
1788088161.037678,49,27.9
1788088161.540639,50,29.8
1788088162.04248,51,30.3
1788088162.538652,52,25.8
1788088163.048568,53,34.3
1788088163.542706,54,27.9
1788088164.042594,55,26.4
1788088164.547763,56,30.6
1788088165.045597,57,27.3
1788088165.556688,58,37.5
1788088166.048633,59,28.4
1788088167.058672,61,31.8
1788088168.062785,63,27.9
1788088169.072534,65,29.7
1788088169.572603,66,28.5
1788088170.072594,67,27.4
1788088170.572703,68,26.6
1788088171.077659,69,30.4
1788088171.580749,70,32.5
1788088172.077733,71,28.4
1788088172.58586,72,35.6
1788088173.081546,73,30.1
1788088173.577677,74,25.9
1788088174.085615,75,32.4
1788088174.599623,76,45.5
1788088175.080476,77,25.3
1788088175.582542,78,26.5
1788088176.090585,79,33.5
1788088176.592036,80,33.9
1788088177.124613,81,65.0
1788088178.097487,83,30.6
1788088179.103582,85,28.7
1788088179.629741,86,53.6
1788088180.103565,87,26.3
1788088180.603715,88,25.6
1788088181.109641,89,30.4
