timestamp_local,tag,path,lte_interface,source_ip,server,server_port,protocol,direction,target_bitrate,actual_mbps,udp_loss_percent,udp_jitter_ms,tcp_retransmits,ping_avg_ms,ping_p95_ms,ping_loss_percent,rsrp_median,rsrq_median,sinr_median,cqi_median,ri_median,primary_bands_seen,ca_bands_seen,ca_missing_samples,cell_changes,source_rule_bytes_delta,source_rule_packets_delta,lte_tx_bytes_delta,lte_rx_bytes_delta,other_lte_tx_bytes_delta,other_lte_rx_bytes_delta,path_verification,test_dir
2026-08-10T22:43:51+03:00,elisa-telia-crossover-fg621-lte6_A-B3_a1_20260810-224349_lte1,lte1,lte1,192.168.101.201,217.18.95.142,5203,udp,upload,6M,5.989343370832762,0.15733333333333333,2.4787998678175835,,24.544,34.1,0.125628,-96.0,-11.0,5.0,11.0,2.0,B3@15Mhz earfcn: 1875 phy-cellid: 69,,321,0,230385148,189110,234766449,202248,234046713,180319,PASS_CONCURRENT_OTHER_LTE,/home/madis/projects/ltap-lte-testbench/runtime/elisa-telia-crossover-fg621-lte6/raw/A-B3/attempt-1/20260810-224351_elisa-telia-crossover-fg621-lte6_A-B3_a1_20260810-224349_lte1_lte1_udp_upload
2026-08-10T22:43:51+03:00,elisa-telia-crossover-fg621-lte6_A-B3_a1_20260810-224349_lte2,lte2,lte2,192.168.101.202,217.18.95.142,5202,udp,upload,6M,5.9984966087718465,0,1.3055081050541135,,27.844,37.8,0.0628141,-97.0,-14.0,6.0,,2.0,B3@20Mhz earfcn: 1344 phy-cellid: 66,,321,0,230385198,189111,234046713,180319,234766449,202248,PASS_CONCURRENT_OTHER_LTE,/home/madis/projects/ltap-lte-testbench/runtime/elisa-telia-crossover-fg621-lte6/raw/A-B3/attempt-1/20260810-224351_elisa-telia-crossover-fg621-lte6_A-B3_a1_20260810-224349_lte2_lte2_udp_upload
