timestamp_local,tag,path,lte_interface,source_ip,server,server_port,protocol,direction,target_bitrate,actual_mbps,udp_loss_percent,udp_jitter_ms,tcp_retransmits,ping_avg_ms,ping_p95_ms,ping_loss_percent,rsrp_median,rsrq_median,sinr_median,cqi_median,ri_median,primary_bands_seen,ca_bands_seen,ca_missing_samples,cell_changes,source_rule_bytes_delta,source_rule_packets_delta,lte_tx_bytes_delta,lte_rx_bytes_delta,other_lte_tx_bytes_delta,other_lte_rx_bytes_delta,path_verification,test_dir
2026-08-14T11:34:09+03:00,B_dual_6M_repair,lte2,lte2,192.168.101.202,217.18.95.142,5202,udp,upload,6M,4.8293488992114915,19.46613333333333,2.5106858232416274,,115.246,132.0,38.4566,-104.0,-11.5,9.0,0.0,,B3@20Mhz earfcn: 1344 phy-cellid: 66|B7@20Mhz earfcn: 3248 phy-cellid: 171,B20@10Mhz earfcn: 6300 phy-cellid: 364|B3@20Mhz earfcn: 1344 phy-cellid: 66,0,1,230382043,189073,188429247,113115,827453,30217,PASS_CONCURRENT_OTHER_LTE,/home/madis/projects/ltap-lte-testbench/results-public/exp2b-dual-rerun-20260814/runs/20260814-113409_B_dual_6M_repair_lte2_udp_upload2026-08-14T11:39:32+03:00,B_dual_6M_repair_retry1,lte1,lte1,192.168.101.201,217.18.95.142,5205,udp,upload,6M,4.754820288554254,20.6704,1.758403583082675,,118.065,142.0,37.1465,-94.0,-10.5,13.0,11.0,2.0,B1@15Mhz earfcn: 523 phy-cellid: 69|B7@20Mhz earfcn: 2850 phy-cellid: 69,,316,0,230382180,189075,187637983,96951,187640523,23486,PASS_CONCURRENT_OTHER_LTE,/home/madis/projects/ltap-lte-testbench/results-public/exp2b-dual-rerun-20260814/runs/20260814-113932_B_dual_6M_repair_retry1_lte1_udp_upload
2026-08-14T11:39:33+03:00,B_dual_6M_repair_retry1,lte2,lte2,192.168.101.202,217.18.95.142,5206,udp,upload,6M,4.83130901440942,19.435733333333335,2.276260412404488,,88.364,131.0,85.5738,-104.0,-11.5,-4.0,0.0,,B7@20Mhz earfcn: 3248 phy-cellid: 171,B3@20Mhz earfcn: 1344 phy-cellid: 66,0,0,230379521,189043,187640523,23486,187637983,96951,PASS_CONCURRENT_OTHER_LTE,/home/madis/projects/ltap-lte-testbench/results-public/exp2b-dual-rerun-20260814/runs/20260814-113933_B_dual_6M_repair_retry1_lte2_udp_upload2026-08-14T11:45:11+03:00,C_dual_6M_repair,lte1,lte1,192.168.101.201,217.18.95.142,5207,udp,upload,6M,4.645626401566865,22.552533333333333,3.496872795209415,,38.968,81.7,56.6515,-95.0,-8.0,14.0,11.0,2.0,B1@15Mhz earfcn: 523 phy-cellid: 69|B7@20Mhz earfcn: 2850 phy-cellid: 69,,316,0,230380862,189059,188314173,95746,188301731,142839,PASS_CONCURRENT_OTHER_LTE,/home/madis/projects/ltap-lte-testbench/results-public/exp2b-dual-rerun-20260814/runs/20260814-114511_C_dual_6M_repair_lte1_udp_upload
2026-08-14T11:45:11+03:00,C_dual_6M_repair,lte2,lte2,192.168.101.202,217.18.95.142,5208,udp,upload,6M,4.829025453518212,19.498666666666665,2.307894077284781,,31.996,41.8,22.9834,-104.0,-13.5,-4.0,0.0,,B3@20Mhz earfcn: 1344 phy-cellid: 66|B7@20Mhz earfcn: 3248 phy-cellid: 171,B3@20Mhz earfcn: 1344 phy-cellid: 66|B7@20Mhz earfcn: 3248 phy-cellid: 171,0,1,230382628,189080,188301731,142839,188314173,95746,PASS_CONCURRENT_OTHER_LTE,/home/madis/projects/ltap-lte-testbench/results-public/exp2b-dual-rerun-20260814/runs/20260814-114511_C_dual_6M_repair_lte2_udp_upload
