timestamp_local,tag,path,lte_interface,source_ip,server,server_port,protocol,direction,target_bitrate,actual_mbps,udp_loss_percent,udp_jitter_ms,tcp_retransmits,ping_avg_ms,ping_p95_ms,ping_loss_percent,rsrp_median,rsrq_median,sinr_median,cqi_median,ri_median,primary_bands_seen,ca_bands_seen,ca_missing_samples,cell_changes,source_rule_bytes_delta,source_rule_packets_delta,lte_tx_bytes_delta,lte_rx_bytes_delta,other_lte_tx_bytes_delta,other_lte_rx_bytes_delta,path_verification,test_dir
2026-08-08T16:41:11+03:00,stability-7.24rc3_A3-P4_a2_20260808-164109_lte2,lte2,lte2,192.168.101.202,217.18.95.142,5202,udp,upload,6M,5.964368929625572,0.5866666666666667,1.49277183237937,,28.922,38.9,0.0,-105.0,-11.0,10.0,12.0,2.0,B3@15Mhz earfcn: 1875 phy-cellid: 69|B7@20Mhz earfcn: 2850 phy-cellid: 69,,621,0,460760645,378104,467139098,333707,418680,18912,PASS_CONCURRENT_OTHER_LTE,/home/madis/projects/ltap-lte-testbench/runtime/stability-7.24rc3/raw/A3-P4/attempt-2/20260808-164111_stability-7.24rc3_A3-P4_a2_20260808-164109_lte2_lte2_udp_upload
