epoch_id,path,classification,receiver_mbps,loss_percent,partial
0001,path-a,VALID_DELIVERY,4.970717616734336,0.0,False
0001,path-b,VALID_DELIVERY,4.915704785970874,1.1328725038402458,False
0002,path-a,VALID_DELIVERY,4.969826423141142,0.0,False
0002,path-b,VALID_DELIVERY,4.891772790110762,1.651305683563748,False
0003,path-a,VALID_DELIVERY,4.9728000267354835,0.0,False
0003,path-b,VALID_DELIVERY,4.915948024835927,0.9600614439324117,False
0004,path-a,VALID_DELIVERY,4.96992821188292,0.0,False
0004,path-b,VALID_DELIVERY,4.800142583214025,3.3410138248847927,False
0005,path-a,VALID_DELIVERY,4.970836225716657,0.0,False
0005,path-b,VALID_DELIVERY,4.926574028397285,0.8064516129032258,False
0006,path-a,VALID_DELIVERY,4.969063657378638,0.0,False
0006,path-b,VALID_DELIVERY,4.772392326399991,4.03225806451613,False
0007,path-a,VALID_DELIVERY,4.968938171032741,0.0,False
0007,path-b,VALID_DELIVERY,4.892671436559804,1.6129032258064515,False
0008,path-a,VALID_DELIVERY,4.969011288290467,0.0,False
0008,path-b,VALID_DELIVERY,4.894135701071527,1.6129032258064515,False
0009,path-a,VALID_DELIVERY,4.96922357471593,0.0,False
0009,path-b,VALID_DELIVERY,4.974160579554508,0.0,False
0010,path-a,VALID_DELIVERY,4.96739510969873,0.0,False
0010,path-b,VALID_DELIVERY,4.843560087406802,2.4769585253456223,False
0011,path-a,VALID_DELIVERY,4.969910917385193,0.0,False
0011,path-b,VALID_DELIVERY,4.863535660867962,2.150537634408602,False
0012,path-a,VALID_DELIVERY,4.968864561913106,0.0,False
0012,path-b,VALID_DELIVERY,4.848830763471736,2.5345622119815667,False
0013,path-a,VALID_DELIVERY,4.969043401279665,0.0,False
0013,path-b,VALID_DELIVERY,4.897829737623928,1.401689708141321,False
0014,path-a,VALID_DELIVERY,4.970847098489919,0.0,False
0014,path-b,VALID_DELIVERY,4.967573315312988,0.0,False
0015,path-a,VALID_DELIVERY,4.969320855309413,0.0,False
0015,path-b,VALID_DELIVERY,4.861121879939164,2.150537634408602,False
0016,path-a,VALID_DELIVERY,4.96469909771508,0.0,False
0016,path-b,VALID_DELIVERY,4.881460686660074,1.7089093701996927,False
0017,path-a,VALID_DELIVERY,4.9707072387176865,0.0,False
0017,path-b,VALID_DELIVERY,4.838267950034955,2.6881720430107525,False
0018,path-a,VALID_DELIVERY,4.970708227098357,0.0,False
0018,path-b,VALID_DELIVERY,4.936258700589845,0.7872503840245776,False
0019,path-a,VALID_DELIVERY,4.9680390284564595,0.0,False
0019,path-b,VALID_DELIVERY,4.869817426605853,2.054531490015361,False
0020,path-a,VALID_DELIVERY,4.968051871043022,0.0,False
0020,path-b,VALID_DELIVERY,4.891292021609095,1.6321044546851,False
0021,path-a,VALID_DELIVERY,4.968920880103965,0.0,False
0021,path-b,VALID_DELIVERY,4.867872459355353,2.054531490015361,False
0022,path-a,VALID_DELIVERY,4.968024704111317,0.0,False
0022,path-b,VALID_DELIVERY,4.878325014463021,1.9201228878648233,False
0023,path-a,VALID_DELIVERY,4.970896520786041,0.0,False
0023,path-b,VALID_DELIVERY,4.951948851497214,0.38402457757296465,False
0024,path-a,VALID_DELIVERY,4.968055328673826,0.0,False
0024,path-b,VALID_DELIVERY,4.972421681583726,0.0,False
0025,path-a,VALID_DELIVERY,4.970938036274263,0.0,False
0025,path-b,VALID_DELIVERY,4.887078072395337,0.6144393241167435,False
0026,path-a,VALID_DELIVERY,4.969241522900076,0.0,False
0026,path-b,VALID_DELIVERY,4.856464635515542,2.304147465437788,False
0027,path-a,INFRASTRUCTURE_INVALID,,,True
0027,path-b,INFRASTRUCTURE_INVALID,,,True
