timestamp_local,tag,path,lte_interface,source_ip,server,server_port,protocol,direction,target_bitrate,actual_mbps,udp_loss_percent,udp_jitter_ms,tcp_retransmits,ping_avg_ms,ping_p95_ms,ping_loss_percent,rsrp_median,rsrq_median,sinr_median,cqi_median,ri_median,primary_bands_seen,ca_bands_seen,ca_missing_samples,cell_changes,source_rule_bytes_delta,source_rule_packets_delta,lte_tx_bytes_delta,lte_rx_bytes_delta,other_lte_tx_bytes_delta,other_lte_rx_bytes_delta,path_verification,test_dir
2026-08-09T13:07:52+03:00,mixed-lte6-matrix-7.24rc3_R1-M0_a1_20260809-130750_lte2,lte2,lte2,192.168.101.202,217.18.95.142,5202,udp,upload,6M,5.989569994023144,0.15306666666666666,1.1974712524009752,,25.125,34.6,0.0626959,-95.0,-14.0,7.0,12.0,1.0,B3@15Mhz earfcn: 1875 phy-cellid: 69,,321,0,230385401,189113,234119439,185280,565942,26600,PASS_CONCURRENT_OTHER_LTE,/home/madis/projects/ltap-lte-testbench/runtime/mixed-lte6-matrix-7.24rc3/raw/R1-M0/attempt-1/20260809-130752_mixed-lte6-matrix-7.24rc3_R1-M0_a1_20260809-130750_lte2_lte2_udp_upload
