timestamp_local,tag,path,lte_interface,source_ip,server,server_port,protocol,direction,target_bitrate,actual_mbps,udp_loss_percent,udp_jitter_ms,tcp_retransmits,ping_avg_ms,ping_p95_ms,ping_loss_percent,rsrp_median,rsrq_median,sinr_median,cqi_median,ri_median,primary_bands_seen,ca_bands_seen,ca_missing_samples,cell_changes,source_rule_bytes_delta,source_rule_packets_delta,lte_tx_bytes_delta,lte_rx_bytes_delta,other_lte_tx_bytes_delta,other_lte_rx_bytes_delta,path_verification,test_dir
2026-08-08T12:07:14+03:00,band-matrix-7.24rc3_R2-M1_a3_20260808-120712_lte2,lte2,lte2,192.168.101.202,217.18.95.142,5202,udp,upload,6M,5.905843603533644,1.5493333333333332,2.795386813613275,,28.288,46.7,0.0,-95.0,-12.5,8.0,11.0,2.0,B1@15Mhz earfcn: 523 phy-cellid: 69|B3@15Mhz earfcn: 1875 phy-cellid: 69,,321,0,230385149,189110,233847227,179428,233943138,184674,PASS_CONCURRENT_OTHER_LTE,/home/madis/projects/ltap-lte-testbench/runtime/band-matrix-7.24rc3/raw/R2-M1/attempt-3/20260808-120714_band-matrix-7.24rc3_R2-M1_a3_20260808-120712_lte2_lte2_udp_upload
2026-08-08T12:07:14+03:00,band-matrix-7.24rc3_R2-M1_a3_20260808-120712_lte1,lte1,lte1,192.168.101.201,217.18.95.142,5205,udp,upload,6M,5.723156988539296,4.5728,3.5012047244970477,,36.12,83.5,0.0,-90.0,-11.0,11.0,12.0,2.0,B1@15Mhz earfcn: 523 phy-cellid: 69|B3@15Mhz earfcn: 1875 phy-cellid: 69,,321,0,230385147,189110,233943628,185164,233847227,179428,PASS_CONCURRENT_OTHER_LTE,/home/madis/projects/ltap-lte-testbench/runtime/band-matrix-7.24rc3/raw/R2-M1/attempt-3/20260808-120714_band-matrix-7.24rc3_R2-M1_a3_20260808-120712_lte1_lte1_udp_upload
