timestamp_local,tag,path,lte_interface,source_ip,server,server_port,protocol,direction,target_bitrate,actual_mbps,udp_loss_percent,udp_jitter_ms,tcp_retransmits,ping_avg_ms,ping_p95_ms,ping_loss_percent,rsrp_median,rsrq_median,sinr_median,cqi_median,ri_median,primary_bands_seen,ca_bands_seen,ca_missing_samples,cell_changes,source_rule_bytes_delta,source_rule_packets_delta,lte_tx_bytes_delta,lte_rx_bytes_delta,other_lte_tx_bytes_delta,other_lte_rx_bytes_delta,path_verification,test_dir
2026-08-09T17:32:12+03:00,mixed-lte6-matrix-7.24rc3_H-LTE1-10M_a1_20260809-173210_lte1,lte1,lte1,192.168.101.201,217.18.95.142,5201,udp,upload,10M,7.768597069233458,22.2224,1.0445190116252718,,46.642,104.0,0.249377,-94.0,-12.5,5.0,,2.0,B3@15Mhz earfcn: 1875 phy-cellid: 69,,81,0,76785351,62921,79453932,85905,0,0,PASS,/home/madis/projects/ltap-lte-testbench/runtime/mixed-lte6-matrix-7.24rc3/raw/H-LTE1-10M/attempt-1/20260809-173212_mixed-lte6-matrix-7.24rc3_H-LTE1-10M_a1_20260809-173210_lte1_lte1_udp_upload
