utc,path,state,cap,base_ns,base_count,seen,last_done,last_bytes,probe_loss_samples,consecutive_loss
2026-08-30T11:12:10Z,lte1,,,,,,,,,
2026-08-30T11:12:10Z,lte2,,,,,,,,,
2026-08-30T11:12:12Z,lte1,,,,,,,,,
2026-08-30T11:12:12Z,lte2,,,,,,,,,
2026-08-30T11:12:14Z,lte1,,,,,,,,,
2026-08-30T11:12:14Z,lte2,,,,,,,,,
2026-08-30T11:12:16Z,lte1,,,,,,,,,
2026-08-30T11:12:16Z,lte2,,,,,,,,,
2026-08-30T11:12:18Z,lte1,,,,,,,,,
2026-08-30T11:12:18Z,lte2,,,,,,,,,
2026-08-30T11:12:21Z,lte1,,,,,,,,,
2026-08-30T11:12:21Z,lte2,,,,,,,,,
2026-08-30T11:12:23Z,lte1,,,,,,,,,
2026-08-30T11:12:23Z,lte2,,,,,,,,,
2026-08-30T11:12:25Z,lte1,,,,,,,,,
2026-08-30T11:12:25Z,lte2,,,,,,,,,
2026-08-30T11:12:27Z,lte1,,,,,,,,,
2026-08-30T11:12:27Z,lte2,,,,,,,,,
2026-08-30T11:12:29Z,lte1,,,,,,,,,
2026-08-30T11:12:29Z,lte2,,,,,,,,,
2026-08-30T11:12:31Z,lte1,,,,,,,,,
2026-08-30T11:12:31Z,lte2,,,,,,,,,
2026-08-30T11:12:33Z,lte1,,,,,,,,,
2026-08-30T11:12:33Z,lte2,,,,,,,,,
2026-08-30T11:12:35Z,lte1,,,,,,,,,
2026-08-30T11:12:35Z,lte2,,,,,,,,,
2026-08-30T11:12:37Z,lte1,,,,,,,,,
2026-08-30T11:12:37Z,lte2,,,,,,,,,
2026-08-30T11:12:39Z,lte1,,,,,,,,,
2026-08-30T11:12:39Z,lte2,,,,,,,,,
2026-08-30T11:12:41Z,lte1,,,,,,,,,
2026-08-30T11:12:41Z,lte2,,,,,,,,,
2026-08-30T11:12:44Z,lte1,,,,,,,,,
2026-08-30T11:12:44Z,lte2,,,,,,,,,
2026-08-30T11:12:46Z,lte1,,,,,,,,,
2026-08-30T11:12:46Z,lte2,,,,,,,,,
2026-08-30T11:12:48Z,lte1,,,,,,,,,
2026-08-30T11:12:48Z,lte2,,,,,,,,,
2026-08-30T11:12:50Z,lte1,,,,,,,,,
2026-08-30T11:12:50Z,lte2,,,,,,,,,
2026-08-30T11:12:52Z,lte1,,,,,,,,,
2026-08-30T11:12:52Z,lte2,,,,,,,,,
2026-08-30T11:12:54Z,lte1,,,,,,,,,
2026-08-30T11:12:54Z,lte2,,,,,,,,,
2026-08-30T11:12:56Z,lte1,,,,,,,,,
2026-08-30T11:12:56Z,lte2,,,,,,,,,
2026-08-30T11:12:58Z,lte1,,,,,,,,,
2026-08-30T11:12:58Z,lte2,,,,,,,,,
2026-08-30T11:13:00Z,lte1,,,,,,,,,
2026-08-30T11:13:00Z,lte2,,,,,,,,,
2026-08-30T11:13:02Z,lte1,,,,,,,,,
2026-08-30T11:13:02Z,lte2,,,,,,,,,
2026-08-30T11:13:05Z,lte1,,,,,,,,,
2026-08-30T11:13:05Z,lte2,,,,,,,,,
2026-08-30T11:13:07Z,lte1,,,,,,,,,
2026-08-30T11:13:07Z,lte2,,,,,,,,,
2026-08-30T11:13:09Z,lte1,,,,,,,,,
2026-08-30T11:13:09Z,lte2,,,,,,,,,
2026-08-30T11:13:12Z,lte1,,,,,,,,,
2026-08-30T11:13:12Z,lte2,,,,,,,,,
2026-08-30T11:13:14Z,lte1,,,,,,,,,
2026-08-30T11:13:14Z,lte2,,,,,,,,,
2026-08-30T11:13:16Z,lte1,,,,,,,,,
2026-08-30T11:13:16Z,lte2,,,,,,,,,
2026-08-30T11:13:19Z,lte1,,,,,,,,,
2026-08-30T11:13:19Z,lte2,,,,,,,,,
2026-08-30T11:13:21Z,lte1,,,,,,,,,
2026-08-30T11:13:21Z,lte2,,,,,,,,,
2026-08-30T11:13:23Z,lte1,,,,,,,,,
2026-08-30T11:13:23Z,lte2,,,,,,,,,
2026-08-30T11:13:25Z,lte1,,,,,,,,,
2026-08-30T11:13:25Z,lte2,,,,,,,,,
2026-08-30T11:13:27Z,lte1,,,,,,,,,
2026-08-30T11:13:27Z,lte2,,,,,,,,,
2026-08-30T11:13:30Z,lte1,,,,,,,,,
2026-08-30T11:13:30Z,lte2,,,,,,,,,
2026-08-30T11:13:32Z,lte1,,,,,,,,,
2026-08-30T11:13:32Z,lte2,,,,,,,,,
2026-08-30T11:13:34Z,lte1,,,,,,,,,
2026-08-30T11:13:34Z,lte2,,,,,,,,,
2026-08-30T11:13:36Z,lte1,,,,,,,,,
2026-08-30T11:13:36Z,lte2,,,,,,,,,
2026-08-30T11:13:38Z,lte1,,,,,,,,,
2026-08-30T11:13:38Z,lte2,,,,,,,,,
2026-08-30T11:13:40Z,lte1,,,,,,,,,
2026-08-30T11:13:40Z,lte2,,,,,,,,,
2026-08-30T11:13:43Z,lte1,,,,,,,,,
2026-08-30T11:13:43Z,lte2,,,,,,,,,
2026-08-30T11:13:45Z,lte1,,,,,,,,,
2026-08-30T11:13:45Z,lte2,,,,,,,,,
2026-08-30T11:13:47Z,lte1,,,,,,,,,
2026-08-30T11:13:47Z,lte2,,,,,,,,,
2026-08-30T11:13:49Z,lte1,,,,,,,,,
2026-08-30T11:13:49Z,lte2,,,,,,,,,
2026-08-30T11:13:51Z,lte1,,,,,,,,,
2026-08-30T11:13:51Z,lte2,,,,,,,,,
2026-08-30T11:13:54Z,lte1,,,,,,,,,
2026-08-30T11:13:54Z,lte2,,,,,,,,,
2026-08-30T11:13:56Z,lte1,,,,,,,,,
2026-08-30T11:13:56Z,lte2,,,,,,,,,
2026-08-30T11:13:58Z,lte1,,,,,,,,,
2026-08-30T11:13:58Z,lte2,,,,,,,,,
2026-08-30T11:14:00Z,lte1,,,,,,,,,
2026-08-30T11:14:00Z,lte2,,,,,,,,,
2026-08-30T11:14:03Z,lte1,,,,,,,,,
2026-08-30T11:14:03Z,lte2,,,,,,,,,
2026-08-30T11:14:05Z,lte1,,,,,,,,,
2026-08-30T11:14:05Z,lte2,,,,,,,,,
2026-08-30T11:14:07Z,lte1,,,,,,,,,
2026-08-30T11:14:07Z,lte2,,,,,,,,,
2026-08-30T11:14:09Z,lte1,,,,,,,,,
2026-08-30T11:14:09Z,lte2,,,,,,,,,
2026-08-30T11:14:12Z,lte1,,,,,,,,,
2026-08-30T11:14:12Z,lte2,,,,,,,,,
2026-08-30T11:14:14Z,lte1,,,,,,,,,
2026-08-30T11:14:14Z,lte2,,,,,,,,,
2026-08-30T11:14:16Z,lte1,,,,,,,,,
2026-08-30T11:14:16Z,lte2,,,,,,,,,
2026-08-30T11:14:19Z,lte1,,,,,,,,,
2026-08-30T11:14:19Z,lte2,,,,,,,,,
2026-08-30T11:14:21Z,lte1,,,,,,,,,
2026-08-30T11:14:21Z,lte2,,,,,,,,,
2026-08-30T11:14:23Z,lte1,,,,,,,,,
2026-08-30T11:14:23Z,lte2,,,,,,,,,
2026-08-30T11:14:25Z,lte1,,,,,,,,,
2026-08-30T11:14:25Z,lte2,,,,,,,,,
2026-08-30T11:14:28Z,lte1,,,,,,,,,
2026-08-30T11:14:28Z,lte2,,,,,,,,,
2026-08-30T11:14:30Z,lte1,,,,,,,,,
2026-08-30T11:14:30Z,lte2,,,,,,,,,
2026-08-30T11:14:32Z,lte1,,,,,,,,,
2026-08-30T11:14:32Z,lte2,,,,,,,,,
2026-08-30T11:14:35Z,lte1,,,,,,,,,
2026-08-30T11:14:35Z,lte2,,,,,,,,,
2026-08-30T11:14:37Z,lte1,,,,,,,,,
2026-08-30T11:14:37Z,lte2,,,,,,,,,
2026-08-30T11:14:39Z,lte1,,,,,,,,,
2026-08-30T11:14:39Z,lte2,,,,,,,,,
2026-08-30T11:14:41Z,lte1,,,,,,,,,
2026-08-30T11:14:41Z,lte2,,,,,,,,,
2026-08-30T11:14:44Z,lte1,,,,,,,,,
2026-08-30T11:14:44Z,lte2,,,,,,,,,
2026-08-30T11:14:46Z,lte1,,,,,,,,,
2026-08-30T11:14:46Z,lte2,,,,,,,,,
2026-08-30T11:14:48Z,lte1,,,,,,,,,
2026-08-30T11:14:48Z,lte2,,,,,,,,,
2026-08-30T11:14:51Z,lte1,,,,,,,,,
2026-08-30T11:14:51Z,lte2,,,,,,,,,
2026-08-30T11:14:53Z,lte1,,,,,,,,,
2026-08-30T11:14:53Z,lte2,,,,,,,,,
2026-08-30T11:14:55Z,lte1,,,,,,,,,
2026-08-30T11:14:55Z,lte2,,,,,,,,,
2026-08-30T11:14:58Z,lte1,,,,,,,,,
2026-08-30T11:14:58Z,lte2,,,,,,,,,
2026-08-30T11:15:00Z,lte1,,,,,,,,,
2026-08-30T11:15:00Z,lte2,,,,,,,,,
