epoch_id,path,classification,receiver_mbps,loss_percent,partial
0001,path-a,VALID_DELIVERY,4.968954476011877,0.0,False
0001,path-b,VALID_DELIVERY,4.7661669945004705,4.14746543778802,False
0002,path-a,VALID_DELIVERY,4.9699939320720175,0.0,False
0002,path-b,INFRASTRUCTURE_INVALID,,,False
0003,path-a,VALID_DELIVERY,4.970946932540531,0.0,False
0003,path-b,VALID_DELIVERY,4.821588260273117,3.0721966205837172,False
0004,path-a,VALID_DELIVERY,4.970728983183246,0.0,False
0004,path-b,VALID_DELIVERY,4.71753753921468,5.049923195084485,False
0005,path-a,VALID_DELIVERY,4.971504495422642,0.0,False
0005,path-b,VALID_DELIVERY,4.692185718028427,5.625960061443933,False
0006,path-a,VALID_DELIVERY,4.964505261505803,0.0,False
0006,path-b,VALID_DELIVERY,4.502481042754167,9.197388632872503,False
0007,path-a,VALID_DELIVERY,4.967613302262563,0.0,False
0007,path-b,VALID_DELIVERY,4.84256338241086,2.61136712749616,False
0008,path-a,VALID_DELIVERY,4.96892285620402,0.0,False
0008,path-b,VALID_DELIVERY,4.971478287575402,0.0,False
0009,path-a,INFRASTRUCTURE_INVALID,,,False
0009,path-b,VALID_DELIVERY,4.952572792939057,0.0,False
0010,path-a,VALID_DELIVERY,4.969007335951252,0.0,False
0010,path-b,VALID_DELIVERY,4.966130666840792,0.0,False
0011,path-a,VALID_DELIVERY,4.9708199166459455,0.0,False
0011,path-b,VALID_DELIVERY,4.873642437561531,1.9969278033794162,False
0012,path-a,VALID_DELIVERY,4.968491783377383,0.0,False
0012,path-b,VALID_DELIVERY,4.593411965072918,7.6036866359447,False
0013,path-a,VALID_DELIVERY,4.970814480312823,0.0,False
0013,path-b,VALID_DELIVERY,4.646445339836054,6.5476190476190474,False
0014,path-a,VALID_DELIVERY,4.968322432964346,0.0,False
0014,path-b,VALID_DELIVERY,4.886442309718842,1.6897081413210446,False
0015,path-a,VALID_DELIVERY,4.970936059330527,0.0,False
0015,path-b,VALID_DELIVERY,4.971465442176018,0.0,False
0016,path-a,VALID_DELIVERY,4.96902610961852,0.0,False
0016,path-b,VALID_DELIVERY,4.969513067872785,0.0,False
0017,path-a,VALID_DELIVERY,4.969022651300732,0.0,False
0017,path-b,VALID_DELIVERY,4.90128856699076,0.0,False
0018,path-a,INFRASTRUCTURE_INVALID,,,False
0018,path-b,VALID_DELIVERY,4.972494754154143,0.0,False
0019,path-a,VALID_DELIVERY,4.970941001692813,0.0,False
0019,path-b,VALID_DELIVERY,4.9685764980604175,0.0,False
0020,path-a,VALID_DELIVERY,4.96998207266125,0.0,False
0020,path-b,VALID_DELIVERY,4.609697942001118,7.27726574500768,False
0021,path-a,VALID_DELIVERY,4.969951930246959,0.0,False
0021,path-b,VALID_DELIVERY,4.389602260912473,11.693548387096774,False
0022,path-a,VALID_DELIVERY,4.970871315292224,0.0,False
0022,path-b,VALID_DELIVERY,4.454164167364916,8.25652841781874,False
0023,path-a,VALID_DELIVERY,4.970847592708016,0.0,False
0023,path-b,VALID_DELIVERY,4.559656187984778,8.29493087557604,False
0024,path-a,INFRASTRUCTURE_INVALID,,,False
0024,path-b,VALID_DELIVERY,4.918553271197594,1.056067588325653,False
0025,path-a,VALID_DELIVERY,4.9708396852302625,0.0,False
0025,path-b,VALID_DELIVERY,4.7361658214934,4.742703533026114,False
0026,path-a,VALID_DELIVERY,4.968149674457339,0.0,False
0026,path-b,VALID_DELIVERY,4.727012594979718,4.973118279569892,False
0027,path-a,VALID_DELIVERY,4.96919063229773,0.0,False
0027,path-b,VALID_DELIVERY,4.37716926745065,11.789554531490015,False
0028,path-a,INFRASTRUCTURE_INVALID,,,True
0028,path-b,INFRASTRUCTURE_INVALID,,,True
