timestamp_local,tag,path,lte_interface,source_ip,server,server_port,protocol,direction,target_bitrate,actual_mbps,udp_loss_percent,udp_jitter_ms,tcp_retransmits,ping_avg_ms,ping_p95_ms,ping_loss_percent,rsrp_median,rsrq_median,sinr_median,cqi_median,ri_median,primary_bands_seen,ca_bands_seen,ca_missing_samples,cell_changes,source_rule_bytes_delta,source_rule_packets_delta,lte_tx_bytes_delta,lte_rx_bytes_delta,other_lte_tx_bytes_delta,other_lte_rx_bytes_delta,path_verification,test_dir
2026-08-10T01:29:42+03:00,mixed-lte6-swapped-slots-7.24rc3_A2_a1_20260810-012940_lte1,lte1,lte1,192.168.101.201,217.18.95.142,5201,udp,upload,6M,5.997687408391422,0.0304,1.779261205445048,,24.789,33.0,0.0,-94.0,-11.0,12.0,12.0,2.0,B3@15Mhz earfcn: 1875 phy-cellid: 69,,621,0,460760308,378100,467065908,329277,467101240,331739,PASS_CONCURRENT_OTHER_LTE,/home/madis/projects/ltap-lte-testbench/runtime/mixed-lte6-swapped-slots-7.24rc3/raw/A2/attempt-1/20260810-012942_mixed-lte6-swapped-slots-7.24rc3_A2_a1_20260810-012940_lte1_lte1_udp_upload
2026-08-10T01:29:42+03:00,mixed-lte6-swapped-slots-7.24rc3_A2_a1_20260810-012940_lte2,lte2,lte2,192.168.101.202,217.18.95.142,5202,udp,upload,6M,5.9964739316783,0.0488,1.9074173292301309,,25.858,31.8,0.0,-83.0,-10.0,6.0,,2.0,B8@5Mhz earfcn: 3516 phy-cellid: 69,,622,0,460762234,378115,467101730,332229,467066104,329473,PASS_CONCURRENT_OTHER_LTE,/home/madis/projects/ltap-lte-testbench/runtime/mixed-lte6-swapped-slots-7.24rc3/raw/A2/attempt-1/20260810-012942_mixed-lte6-swapped-slots-7.24rc3_A2_a1_20260810-012940_lte2_lte2_udp_upload
