timestamp_local,tag,path,lte_interface,source_ip,server,server_port,protocol,direction,target_bitrate,actual_mbps,udp_loss_percent,udp_jitter_ms,tcp_retransmits,ping_avg_ms,ping_p95_ms,ping_loss_percent,rsrp_median,rsrq_median,sinr_median,cqi_median,ri_median,primary_bands_seen,ca_bands_seen,ca_missing_samples,cell_changes,source_rule_bytes_delta,source_rule_packets_delta,lte_tx_bytes_delta,lte_rx_bytes_delta,other_lte_tx_bytes_delta,other_lte_rx_bytes_delta,path_verification,test_dir
2026-08-09T12:56:22+03:00,mixed-lte6-matrix-7.24rc3_SMOKE-LTE1_a1_20260809-125620_lte1,lte1,lte1,192.168.101.201,217.18.95.142,5203,udp,upload,1M,0.992094396970245,0.19193857965451055,3.77630910528184,,38.835,88.5,0.0,-96.0,-12.0,5.0,,2.0,B1@15Mhz earfcn: 523 phy-cellid: 69|B3@15Mhz earfcn: 1875 phy-cellid: 69,,31,0,1293812,1213,2232778,39999,0,0,PASS,/home/madis/projects/ltap-lte-testbench/runtime/mixed-lte6-matrix-7.24rc3/raw/SMOKE-LTE1/attempt-1/20260809-125622_mixed-lte6-matrix-7.24rc3_SMOKE-LTE1_a1_20260809-125620_lte1_lte1_udp_upload
